frequency,words
37930,الهدايه
160830,والرشاد
135341,محصلين
153112,هسين
128092,لونغ
90396,ستعمل
125418,للفوز
174874,وشدد
69914,تعنيف
112725,كازاخستانيين
31377,الكازاخستانيه
92029,سنجان
142338,ممتن
197443,يلتمسون
53252,برحلات
168492,وتسريع
198729,يهتدون
41818,اهديهم
34681,المستقيم
12364,اسعافهم
79279,حقيقتها
143513,منفعتها
119590,لبل
136877,مرصاد
14150,اعتقلت
184211,ونكلوا
161754,والعجم
141978,ملتكم
109665,فياتيهم
109969,فيعزلون
187902,وينعزلون
50784,بتعلق
99804,طيرانهم
194529,يسهرن
95077,شعرهن
38928,اليهن
93086,سيرا
135420,محققين
130692,مازالنا
137940,مستمرين
47188,بالصعود
192596,يخبر
54297,بسموهم
18988,الاورثوذكسيه
161399,والشيوعيه
86844,ردوها
137227,مزبله
143157,منستوردوا
72884,تنكرت
103013,علماني
182689,وملحد
51779,بح
118186,لاعادتها
177929,وقبلوا
160504,والخطر
162382,والقهر
161685,والظلم
196989,يقهروك
179754,ولديهم
134901,مجهزين
7875,اجلناها
150312,ننكب
102611,عفشهم
9410,اخلاقنا
66497,تربيتنا
148158,نستهزء
38479,الوصال
105799,فالحل
75988,جمارك
179931,ولقي
139122,مصرعهم
13080,اشقيني
174450,وسوال
156784,واستطلاع
93855,شاركنا
79156,حفلاتك
182798,ومناسباتك
170315,وجامعه
156992,واسفل
72005,تمجيد
67697,تسعه
31684,الكفايه
35437,المعتقدات
105624,فاكل
140008,معتقدات
28096,الضريبيه
21341,التفضيليه
120137,لتسريع
33021,المتبرع
11741,استعمل
93227,سيصعب
125092,للطريقه
191312,يتلقونها
100770,عالقا
173084,ورشتك
123406,للاسبوع
155653,واجزل
33510,المثوبه
78356,حرصه
47314,بالطلاب
8048,احبابي
72906,تنمر
185017,ووباءه
159064,والايذاءفي
134158,متكرروقاسي
28912,العدواني
158557,والاستهذاء
118738,لانقف
123899,للتاخي
159696,والتعايش
183911,ونصد
146895,نترك
14555,اعلموا
171475,وحكومتها
42087,اوتيت
169532,وتكنولوجيا
183050,وموارد
198561,ينقصهم
186802,ويسود
148160,نستهزيء
124194,للتنمر
117575,لاحترام
6823,اتسخرون
33337,المتقين
148870,نظراء
104815,غمه
56080,بفرجك
174763,وشافهم
54598,بشفاءك
36148,الملثمه
77476,حالفي
67712,تسفقلها
155107,وااااضح
160978,والساءحين
33061,المتجهين
102359,عصفت
7948,اجو
176926,وعملولهم
191454,يتهاوشو
77548,حامي
51560,بجاوب
178861,وكوانزو
89860,سباقا
13611,اضطراري
124077,للتطورات
139404,مضيت
20905,التزمت
46230,بالتوريد
119548,لبضاءع
141798,مكوناتها
197853,يمكنهم
80229,حيره
169428,وتقيد
191173,يتفكر
191066,يتعظ
169235,وتفرض
131656,مامدي
26174,السعوده
130442,ماخلق
159990,والثلاثماءه
16714,الاثناعشر
18189,الاقليلا
32677,الماءتين
174026,وستين
118780,لانوجب
105186,فاجعلني
141264,مقديشو
170088,وتوقع
40485,انحصار
64252,تتلقاه
69872,تعمدوا
123489,للاشمءزاز
12115,استهدافهم
155754,واحتجازهم
160194,والحاق
142287,ممارستهم
122448,لعقيدتهم
147335,نحث
171221,وحريتهم
76177,جميعم
31306,القيلوله
39589,امسك
23002,الحرامي
61018,بيسرق
38291,الواي
166284,وبطريقه
182508,ومقاطعه
127794,لواقع
170379,وجبروت
166286,وبطش
37011,المولات
18103,الافنيوز
33761,المحرق
72125,تمطر
84592,دواءكم
62981,تاملت
127839,لوجدت
106855,فثق
36578,المنع
64812,تجهله
179688,ولجميع
175039,وشفيت
123549,للافتتاح
186993,ويضخ
160200,والحالات
188374,يءخرهم
144120,مواساه
172375,ودعما
170330,وجاهزيه
156236,واداريا
191981,يحبطون
73098,تهريب
181374,ومحمله
87869,رول
37918,الهجمات
49095,باهظه
34475,المسءولون
143729,منوهه
176629,وعشرات
99136,طرقاتها
24893,الرءيسه
171936,وخصص
38326,الوثاءقيه
91179,سعيدا
121261,لخليج
23995,الخلاب
152098,هاواي
55497,بعدسه
43127,ايريس
65893,تخلوهم
185266,ووقفوا
24805,الذراءع
51502,بثمان
133683,متسارع
173368,وزادت
68765,تضايق
14351,اعزاءنا
149454,نفيدكم
183784,ونسعد
99395,طلباتكم
96042,شوبنق
15357,افوكاتو
51958,بحرياتهم
149395,نفقاتهم
71924,تمادت
15924,اكتراثها
139747,معابدهم
104809,غمضي
15918,اكتبوا
53203,برتقال
52854,بدووووون
104615,غش
16550,الابداعات
167988,وتخصيص
80392,حيواناتهم
42426,اوغير
8987,اختام
199762,٢٠يوم
149425,نفوا
52816,بدورهم
155193,وابدوا
11707,استعداهم
17826,الاضافيه
195850,يعذبها
38007,الهكم
69347,تعبدونه
128773,لينقذكم
122790,لفلبين
122501,لعملاءها
76684,جوريون
198526,ينقال
188578,يااو
95662,شمصخمين
159812,والتكاليف
158262,والاثار
158919,والانتاجيه
58074,بمعزل
75806,جغرافيه
77416,حاكمه
129132,مءهل
118506,لامبراطوريه
18462,الامبريالي
68458,تصد
86669,رحاها
72534,تندرج
26687,السياق
69606,تعسف
68439,تصبه
197809,يمسي
175354,وصححه
186461,ويرتد
185605,ويبغي
197309,يكنسل
197276,يكلمنا
137713,مسترد
90387,ستعلق
119822,لتبقي
42886,ايبيريا
128840,ليون
59750,بورميه
53761,بريتيش
43124,ايرويز
42287,اوسترال
109882,فيرووس
134129,متقنا
148974,نعبر
197244,يكفحون
22146,الجبهه
172465,ودمجهم
108178,فعزلت
193042,يدريك
143938,مهرقه
118350,لاقت
193832,يزيلون
144784,مولي
192644,يخترقون
133077,مبكيه
82106,خليج
50675,بتظاهرات
49546,ببول
81976,خلصوه
54979,بضبط
195959,يعطسون
123949,للتحديات
21004,التشغيليه
25007,الراهنه
65120,تحذيرها
167770,وتحث
172345,ودروسه
51872,بحثي
40957,انضربو
108738,فلسو
172296,ودخانهم
190159,يبس
194808,يشفط
86822,ردعهم
152090,هاهم
75748,جشع
70361,تفريغ
119782,لتاخر
192466,يحمد
168371,وتزول
178418,وقيود
36563,المنطقي
63761,تتخطاها
46686,بالدليل
98129,ضالعه
38345,الوجهه
7518,اثير
109544,فوفقا
112305,قوووه
13001,اشعارا
66918,ترليونات
119706,لبنيتها
20585,التحتيه
101704,عدميه
108587,فلاحقا
6886,اتش٥
41665,ان١
46774,بالرحلات
36175,الملغاه
93544,سينقلون
127358,لنحو
110743,قبضته
161145,والسماوات
194771,يشركون
55650,بعطاءها
44379,بادروا
68563,تصعد
47510,بالعوده
119759,لبيوته
63240,تبدل
41509,انمطه
110294,قااعده
65167,تحركي
176597,وعزوتنا
170993,وحبايبنا
72690,تنطرون
20358,التاءهه
8617,احظر
103452,عمم
119971,لتحنب
23638,الخادعه
138297,مسميات
53099,براقه
176444,وعجيب
182782,ومميز
112385,قيرغيزستان
65689,تخدع
182158,ومطاري
90100,ستتحمل
85673,ذمتك
127997,لوفيات
11786,استغفال
145123,ميزانيات
153110,هسيب
156178,واخلع
140357,معلقه
70437,تفضي
123395,للارياف
162322,والقري
181895,ومسقط
49939,بتجمعنا
108232,فعلينا
159523,والتدبر
42832,ايات
41760,اهتمامنا
159724,والتعليق
20739,التدقيق
45472,بالاشخاص
32186,اللامبالات
30690,الفين
51830,بحاويه
27348,الشويخ
161207,والسياسي
160009,والجاءزه
139469,مطاري
32487,اللوازم
112204,قورن
185226,ووفرت
173011,وردتها
167745,وتحاليل
69301,تعانقها
139901,معانقتك
37814,النيوزيلندي
187852,وينستون
60285,بيترز
194948,يشيدان
177992,وقدرتها
21171,التعبءه
157584,واعرب
63948,تتشمتون
120319,لتعريفات
11552,استرداد
158928,والانتصار
118492,لام
143426,منعتوا
17473,الاستفاده
63207,تبحثان
139205,مصلحتيهما
121442,لديهما
140527,معهما
172050,وخلع
105173,فاجبرهم
57098,بلبسه
156350,واذلهم
156903,واستهانت
57017,بلاسلام
175832,وضلمت
182620,ومكرت
156862,واستكبرت
115876,كورونااتمني
54064,بستان
106892,فجريات
106289,فانما
196153,يعول
148122,نستعين
48557,بالندي
113946,كرش
147541,نخلصك
44452,باربع
116305,كيتودايت
106598,فتبلها
78797,حشره
158158,واكلوها
67230,تساءلت
160253,والحرام
191644,يجبر
196487,يفز
114305,كسوره
196143,يعوضك
105514,فاطمءن
40717,انساك
137496,مساعدتي
136385,مديون
10011,اذربيجان
170771,وجورجيا
68193,تشكران
144772,مولعه
97531,صفحاتها
49904,بتتويج
11668,استعاذه
23299,الحقيقيون
56706,بكراتين
120841,لجهودهم
29107,العسومي
81645,خطابه
7103,اتفضلو
54796,بصدق
164289,وامانه
67544,تستنسخ
168499,وتسعي
132354,مايزيد
10743,ارهابهم
165445,وبالاسحار
38922,اليه
23118,الحساسه
122668,لغويات
68949,تطبيقيه
56618,بكالوريوس
31410,الكافيه
126773,لمساعدتك
184088,ونفر
120883,لحافز
18923,الاهليه
129245,مااحوج
120026,لتدبروتطبيق
120561,لتنقذهم
179924,ولقدكرمنابني
171574,وحملناهم
173047,ورزقناهم
177537,وفضلناهم
113564,كثيرممن
82033,خلقناتفضيلا
16898,الاحسان
56578,بقيق
164965,واهمال
55811,بعوض
119282,لايقوله
181599,ومرتبه
90884,سرد
63409,تبغيه
162482,والكروت
160702,والديكورات
131771,مانحب
71443,تكميله
118129,لاصعدنا
25262,الرفيق
98122,ضاق
46947,بالسعد
168720,وتصفها
110867,قتيلا
97840,صهيلنا
31149,القلم
48152,بالمخلفات
13253,اصابهما
177595,وفقيره
183987,ونظامها
151058,هءالا
33777,المحسنون
33336,المتقون
121470,لذنوبهم
123439,للاستغفار
11796,استغفرو
156342,واذكرو
80909,خبرتها
40394,انجاك
97625,صلاتي
125363,للفجر
10033,اذكاري
150783,نيتي
147174,نجاني
147283,نجينا
148129,نستغيث
60501,بيجوف
167063,وبيفهم
198366,ينصدم
193847,يسابقون
123779,للبث
127216,لموقع
160992,والسادس
83208,دايلي
117242,لاتظن
9697,ادراج
94472,شخصان
108846,فلوريدا
51394,بتورنتو
25162,الرزق
173043,ورزق
17482,الاستقامه
19581,البرتقالي
36991,الموف
33470,المتوفيين
133905,متعالجين
9276,اخرجوا
180598,ومارسوا
178022,وقذف
118624,لانتهاء
70297,تفجع
57707,بمجمع
52272,بختبه
200337,٨تفعيل
100438,عافيه
85717,ذهبه
24205,الداخلين
163051,والمدمر
130759,ماسحات
163373,والمعابر
155965,واحمنا
155956,واحم
33920,المختلف
152998,هريره
48743,بالورود
66325,تذكرو
30959,القرانيه
155312,وابيه
175256,وصاحبته
166741,وبنيه
45842,بالبصق
69970,تعيدها
141525,مكانها
120538,لتنشر
172839,وراك
138941,مصارف
43807,اﻷمراض
19921,البكتيري
204197,ﻹكتشاف
46264,بالثقافه
23106,الحس
43815,اﻹنساني
177887,وقانا
17750,الاصاباب
11464,استخدامك
109988,فيفري
74306,ثقلها
161105,والسكاني
187638,ويلكير
70023,تغذي
96620,صابون
8579,احصلوا
133386,متجرنا
23855,الخريجي
99224,طعامك
174887,وشرابك
10030,اذكارك
165010,واورادك
148280,نسيانها
11435,استحواذ
11437,استحوذ
106267,فانساهم
147704,نديروله
127564,لنواجه
155086,واءل
37945,الهذلي
165595,وبالنظافه
78321,حربي
102355,عصري
161894,والعمانيه
46941,بالسرير
37139,النابعه
182904,ومنسوبات
166652,وبناته
167256,وتاكيدا
125869,للمسءوليه
9601,ادارهالمدرسه
195063,يصده
178340,وقوته
181239,ومجتمعنا
171412,وحقاءق
27673,الصراصر
84704,دورنا
127510,لنقول
29888,الغنايم
182465,ومفرق
68316,تشوي
96904,صباعين
79322,حكايته
160882,والروضات
21646,التنظيمي
185419,ويءكد
63447,تبليغ
184444,وهاشتاغ
140118,معراب
37156,الناجين
46241,بالتوفيق
178714,وكفانا
81306,خرطت
155693,واجنه
9700,ادرار
89386,سارق
28343,الطريحه
102987,علقوه
139353,مضر
124432,للحضن
107951,فصله
117814,لارتداء
163303,والمصابون
194989,يصادفني
9054,اختصار
17431,الاستشاري
17292,الازرقي
51198,بتميم
197065,يقيله
143263,منصبه
44997,باعذار
153287,هلاميه
64700,تجسس
173818,وساله
108321,فقالها
61864,بينزلوا
10433,ارحمونا
151917,هالمناظر
146427,ناكول
52202,بحياتنا
78201,حذار
81046,خجوه
15153,افسدته
68604,تصلحه
26698,السيخ
195588,يطيل
109395,فواجع
52013,بحصنك
48084,بالمتوسطه
145167,ميسون
83785,دريهم
92854,سيت
136175,مدربه
146868,نتخلص
149220,نفايات
30262,الفروقات
156476,وارزقنا
150649,نوعي
37440,النشرات
20917,التساءلات
67471,تستعين
169809,وتنحل
155871,واحرسنا
123818,للبس
76753,جولدن
123551,للافراج
152724,هدار
164500,وانتحر
67502,تستقبله
107465,فرفض
127113,لمنزله
12298,اسرته
143450,منعطف
36935,الموزعات
18389,الاليه
134053,متفرغين
33101,المتخذه
125575,للكراهيه
164111,والوحشيه
158546,والاستكبار
184567,وهتكا
178561,وكتره
23342,الحكي
12563,اسمعو
88633,زغيره
49990,بتحبل
50135,بتخلف
95294,شفير
37883,الهاويه
85232,دينيا
47080,بالشرع
55574,بعرفه
135257,محذرا
46553,بالخراءط
159352,والبيانات
55567,بعرعر
143237,منشوراتها
